Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),PLENUM-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE1-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE2-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE3-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE4-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE5-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE1-1:Zone People Occupant Count [](TimeStep),SPACE2-1:Zone People Occupant Count [](TimeStep),SPACE3-1:Zone People Occupant Count [](TimeStep),SPACE4-1:Zone People Occupant Count [](TimeStep),SPACE5-1:Zone People Occupant Count [](TimeStep),SPACE1-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE2-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE3-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE4-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE5-1:Zone Lights Total Heating Energy [J](TimeStep),FRONT-1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),PLENUM-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE1-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE2-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE3-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE4-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE5-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),PLENUM-1:Zone Air System Sensible Heating Rate [W](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),SPACE1-1 BASEBOARD:Baseboard Total Heating Rate [W](TimeStep),SPACE3-1 BASEBOARD:Baseboard Total Heating Rate [W](TimeStep) 
 01/21  11:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,0.101305111951006,6.393316411735091E-002,-8.399216143905524E-006,6.162586682672193E-002,-8.124544790087109E-006,-9.157757685561371E-005,2750.08860746257,17.4929053243605,2864.3112264247,22.3235444597311,1191.83525842738,22.0040063332016,2764.66185576317,22.3179424418786,1181.50388809963,22.0040062443345,1678.43480916165,22.0154857497337,3615.8785968471,3490.25688446529 
 01/21  12:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,8.481580816910392E-002,4.533652800558035E-002,-4.713628189816135E-006,4.377754930141698E-002,-4.685391513795071E-006,-4.572499083177523E-005,2749.717290468,17.4938116768777,2864.24461499829,22.3240502945675,1191.79067448618,22.0040061303783,2764.59801960447,22.3184444409425,1181.45928092151,22.0040060427262,1678.18273588378,22.0154854345797,3615.8721934201,3490.25078610613 
 01/21  13:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,6.992415575936799E-002,3.176239893044071E-002,-3.043434072430444E-006,3.083674951478204E-002,-3.050866190226727E-006,-2.988864371177284E-005,2749.39215764747,17.4945588972236,2864.19781314585,22.3244046787219,1191.7568778818,22.0040059994219,2764.55300257505,22.3187980477151,1181.42546900011,22.0040059114501,1677.99137301029,22.0154852285759,3615.86757284789,3490.2464394253 
 01/21  14:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,5.709988650437227E-002,2.301598352578440E-002,-2.059545232347302E-006,2.239725032914477E-002,-2.069069472389802E-006,-2.036609000387310E-005,2749.1132064336,17.4951690767253,2864.1641983012,22.3246614762945,1191.7309446901,22.0040059108015,2764.52058813293,22.3190548784904,1181.39952495858,22.0040058224198,1677.84428341545,22.015485088205,3615.8645238459,3490.24356456768 
 01/21  15:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,3.976020183752921E-002,-0.353367049322177,-3.466351167076335E-004,1.647420788172102E-002,-3.442867100623311E-004,-6.601116512712108E-003,2748.92137932412,17.4955939619062,2860.14458103935,22.3207188861551,1191.71235810819,22.0039909953949,2764.49694116048,22.3192437894605,1181.3809723282,22.0039910080631,1677.73670977212,22.0154395908103,3611.37563193619,3490.24164533247 
 01/21  16:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,2.283818946687312E-002,0.162455153543112,2.735284579424889E-004,1.153911085694795E-002,2.697782967332458E-004,6.012486086065326E-003,2748.31925116195,17.4958380154061,2864.40857105335,22.3225314434288,1191.71893890781,22.0040027650862,2764.48007982032,22.3193761093644,1181.38747027362,22.0040026163883,1677.80585960322,22.0154810311471,3615.85536519158,3490.24000286547 
 01/21  17:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,2.521201461589269E-002,0.131892822707401,-3.155553361634004E-005,-0.283507617367713,-3.024249103325235E-005,-9.441456353689237E-004,2748.39911061436,17.4961074363301,2864.24476815294,22.324003015617,1191.70438218216,22.0040014072791,2760.97746078583,22.3161251406909,1181.37296884333,22.0040013150802,1677.68427672424,22.015474523737,3615.86671910345,3486.36347122659 
 01/21  18:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,1.438822607222973E-002,5.450436208208073E-002,8.006724295914529E-005,0.123417203707468,7.957320029381378E-005,1.370023185885627E-003,2748.10795294592,17.4962611920403,2864.17217639385,22.3246111402049,1191.7059090574,22.0040048525029,2764.68387518778,22.3175403668091,1181.37447170607,22.0040047390458,1677.70893492991,22.015483966457,3615.86651058528,3490.23265892372 
 01/21  19:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-0.104082969353585,-1.64829610266712,-5.367267228474496E-003,-1.49134920906658,-5.330213101707477E-003,-0.137529548322498,2749.0046326433,17.4951489430699,2865.93706430472,22.3062216578721,1191.71724031861,22.0037739038465,2766.24151249623,22.3004400425685,1181.3864637783,22.0037753847939,1677.76599775922,22.0145360636326,3397.86178301682,3279.5752490696 
 01/21  20:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-0.215927321033495,1.399102946181093E-002,1.467713201547898E-004,0.11731158865646,1.167859534568670E-004,1.334019556150153E-002,2746.02749227604,17.4928415239471,2882.51758932663,22.30637775114,1192.05344522976,22.0037802192839,2782.68086950299,22.3017851838166,1181.72194646388,22.003780409988,1680.82363878105,22.0146280090592,3414.59068028356,3296.29473738368 
 01/21  21:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-0.165813733095992,-0.246266689080793,-6.461405056748990E-004,-0.328727219169783,-6.468446920472938E-004,-1.238361769423769E-002,2747.26612572451,17.4910696340157,2878.71504709964,22.30363026105,1192.19103801348,22.0037524164441,2778.0657289658,22.2980159151047,1181.85990051081,22.0037525768477,1681.4715500341,22.0145426567361,3410.73037485471,3291.50625964399 
 01/21  22:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-0.139219435626622,4.937339500097505E-002,6.029766432006392E-004,0.129573889048301,5.943311740450191E-004,1.316958302865188E-002,2747.36900677285,17.4895819390645,2882.44155352068,22.3041810995207,1192.31394618075,22.0037783619843,2782.61180239862,22.299501649274,1181.98265728137,22.0037781503811,1682.30053606142,22.0146334262414,3414.72921508702,3296.42301689691 
 01/21  23:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-9.900901722225766E-002,1.708639896611245E-002,1.295429751723170E-004,7.503370072918629E-002,1.310075729158861E-004,1.205801053845256E-003,2748.25161249163,17.4885239353584,2882.26639184295,22.3043717255035,1192.36240610273,22.0037839361016,2782.36679234479,22.3003620113306,1182.03125626497,22.0037837875187,1682.49394430561,22.0146417370564,3414.75034832366,3296.44471676427 
 01/21  24:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-7.365930152769756E-002,-2.346306173575391E-002,2.966821136384569E-005,2.118440527481781E-003,3.065124400552031E-005,1.446291180355555E-004,2748.84231303381,17.4877368191428,2882.180566996,22.3041099579274,1192.39421083524,22.003785212698,2782.2502981474,22.3003863020957,1182.06306525205,22.0037851064141,1682.68705964511,22.0146427338923,3414.75682889792,3296.45031848543 
 07/21  01:00:00,22.36,83.8057629277919,5.2,230.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-85.2877095864612,-38.3105214473335,-10.9544239386167,-36.1819920708519,-16.0568753509832,-47.9086267136303,0.0,22.2487951777949,0.0,20.1198606676778,0.0,18.7215429969482,0.0,20.0949191787428,0.0,18.8470650264779,0.0,20.1052148108059,0.0,0.0 
 07/21  02:00:00,21.94,85.977985920165,5.2,230.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-42.6834027412224,-14.6371802424334,-4.19794725122611,-14.01512335391,-5.63146925566429,-18.1712725520893,0.0,21.7629987564283,0.0,19.9283705248541,0.0,18.5208358032732,0.0,19.9073964652258,0.0,18.5730908969768,0.0,19.9547424635699,0.0,0.0 
 07/21  03:00:00,21.625,87.6487996643588,5.2,230.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-36.8965360657167,-12.4379201570362,-3.40516916035657,-11.9549907701499,-4.37496833336579,-15.673989632313,0.0,21.3543528332155,0.0,19.7887447347342,0.0,18.372533619573,0.0,19.7695007102814,0.0,18.3814679459406,0.0,19.8465923944919,0.0,0.0 
 07/21  04:00:00,21.31,89.3562171270326,5.2,230.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-31.472877160965,-10.0836721583054,-2.68454066164011,-9.72478623487492,-3.27053530266002,-12.5644180089512,0.0,21.008925455858,0.0,19.673947172038,0.0,18.2557243344869,0.0,19.655806451332,0.0,18.2382501360788,0.0,19.7575490512141,0.0,0.0 
 07/21  05:00:00,21.1,90.5152776473043,5.2,230.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-26.7915757899066,-8.38787901820738,-2.17970556731367,-8.11440736702741,-2.56422571847779,-10.6189745307648,0.0,20.7199912617485,0.0,19.5814028971477,0.0,18.1633269906893,0.0,19.5637980888677,0.0,18.1295656458851,0.0,19.6850727786529,0.0,0.0 
 07/21  06:00:00,21.31,89.3562171270326,5.2,230.,273.171282806012,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,25.4432242377324,-16.0188175054943,-0.2734135462769,20.1393048860126,82.3330738215545,0.549808899784034,-6.87949533430441,0.0,20.6164670996361,0.0,19.6075274475012,0.0,18.9946752036131,0.0,20.4256828519917,0.0,18.1861372481373,0.0,19.6666920228636,0.0,0.0 
 07/21  07:00:00,22.045,85.4290804856334,5.2,230.,579.945701158361,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,61.3625562539547,15.7358678965412,16.08140973025,42.978397818439,118.603593215764,5.74534635971407,6.31699082835926,0.0,20.7720505540772,0.0,19.7683779248587,0.0,20.6104240053226,0.0,21.5455999919512,0.0,18.4096839398764,0.0,19.7090469235541,0.0,0.0 
 07/21  08:00:00,23.83,76.6756809133385,5.2,230.,719.603118976406,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,85.5807400182532,36.4272014734742,24.773882020056,39.0930999522474,54.3501365366471,7.55661392829299,14.2201227631536,0.0,21.1517304526828,0.0,20.0351934410403,0.0,22.295083869506,0.0,22.2141941681166,0.0,18.7267853935598,0.0,19.8015534814037,0.0,0.0 
 07/21  09:00:00,25.825,68.0672565020726,5.2,230.,792.598549604224,0.0,3137.639976504,1384.19998932,3137.639976504,1384.19998932,5802.79995728,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,106.271076304372,112.918248819146,196.772202429524,44.4026600380015,162.823630024192,55.047250724659,375.896611779518,246.447508645555,22.160597785421,0.0,22.0163027134346,0.0,23.9590298314598,0.0,23.8567664695364,0.0,20.9219372300325,0.0,22.1296964078556,0.0,0.0 
 07/21  10:00:00,27.61,61.2804748064114,5.2,230.,833.575750367276,0.0,3744.839976504,1646.39998932,3744.839976504,1646.39998932,6938.99995728,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,119.507518189838,116.291611702407,207.253377488709,7.44754602962348,36.4879664326286,47.5375185653345,327.074825257868,361.280486125162,23.1672189497517,0.0,23.7999033869045,0.0,24.0007276391357,0.0,23.9992207981417,0.0,22.4996776740156,0.0,23.7997240329016,0.0,0.0 
 07/21  11:00:00,29.185,55.9217028117865,5.2,230.,856.127859396695,0.0,3824.039976504,1680.59998932,3824.039976504,1680.59998932,7087.19995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,165.790722484599,100.595165776551,57.9466240009919,0.320954039239949,3.48418202719092,32.3214675200041,89.7213731587039,0.0,23.9809348745226,0.0,23.9964966798519,0.0,24.0036198929597,0.0,24.0032487441235,0.0,23.4438900662446,0.0,23.9977118096051,0.0,0.0 
 07/21  12:00:00,30.235,52.6436454421632,5.2,230.,866.106890446245,0.0,3486.9119812032,1529.159991456,3486.9119812032,1529.159991456,6470.039965824,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,231.363889677942,87.0589763819486,6.48872284713927,2.353335713645742E-002,0.156382241898825,17.5462174886976,10.3694746530772,0.0,24.6225407289138,0.0,24.0033388318966,0.0,24.0037266247627,0.0,24.0038299273706,0.0,23.8423431738611,0.0,24.0033660907608,0.0,0.0 
 07/21  13:00:00,31.075,50.1772385043601,5.2,230.,865.758328833418,0.0,2733.4559906016,1192.079995728,2733.4559906016,1192.079995728,5087.519982912,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,279.749090584436,85.5476327470769,0.311472143286497,-2.341217965086329E-002,-1.797999980591596E-002,2.43238662378971,0.352068825244915,0.0,25.1866766005481,0.0,24.0036642702574,0.0,24.002989236111,0.0,24.0036189766873,0.0,23.7415669624824,0.0,24.0031674644089,0.0,0.0 
 07/21  14:00:00,31.6,48.702179534817,5.2,230.,855.00717865924,0.0,3407.7119812032,1494.959991456,3407.7119812032,1494.959991456,6321.839965824,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,305.972424813874,35.585229934086,-2.579837700954977E-002,3.356964600035456E-005,-2.518596716412225E-002,5.50372682204081,2.370598643574388E-002,0.0,25.5943898034048,0.0,24.0032317752843,0.0,24.0020106131323,0.0,24.0030483216479,0.0,23.9606470846388,0.0,24.0032509959056,0.0,0.0 
 07/21  15:00:00,31.6,48.702179534817,5.2,230.,831.417887254382,0.0,3718.439976504,1634.99998932,3718.439976504,1634.99998932,6889.59995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,320.26832842353,26.8932559048437,0.105942914591677,5.524769100023628E-002,0.106496814857243,0.360299821285747,0.363624838804052,0.0,25.904268169968,0.0,24.0036080655386,0.0,24.0038839810615,0.0,24.0034857634417,0.0,23.9963710098287,0.0,24.00477400315,0.0,0.0 
 07/21  16:00:00,30.97,50.4782650726692,5.2,230.,788.78506146792,0.0,3612.839976504,1589.39998932,3612.839976504,1589.39998932,6691.99995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,331.647984400524,18.0591772728433,0.175717684257982,5.251582234412783E-002,0.169973097642213,0.204697453720067,0.394738065825385,0.0,26.1025382655406,0.0,24.0055755136116,0.0,24.0061541567892,0.0,24.0054417332819,0.0,24.0052202699295,0.0,24.0075069022887,0.0,0.0 
 07/21  17:00:00,30.13,52.9614851069612,5.2,230.,712.663490206077,0.0,3401.639976504,1498.19998932,3401.639976504,1498.19998932,6296.79995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,289.592362912588,9.167988640683,1.776357066947585E-002,2.375562396224992E-003,1.255344493922400E-002,1.996908448145017E-002,5.422234079383690E-002,0.0,26.2032259408288,0.0,24.005774405025,0.0,24.0062568469427,0.0,24.0055861905504,0.0,24.0060835702445,0.0,24.0078822960029,0.0,0.0 
 07/21  18:00:00,29.08,56.2619887688692,5.2,230.,565.857547226445,0.0,3401.639976504,1498.19998932,3401.639976504,1498.19998932,6296.79995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,201.074836283262,-2.07249245516057,-1.393402516567585E-002,2.352296757924570E-003,2.369170536006619E-003,-4.916815981632502E-003,5.759724228050717E-002,0.0,26.1804665303084,0.0,24.0056183931737,0.0,24.0063585297222,0.0,24.005613453138,0.0,24.0058710064888,0.0,24.0082810535777,0.0,0.0 
