Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),PLENUM-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE1-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE2-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE3-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE4-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE5-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE1-1:Zone People Occupant Count [](TimeStep),SPACE2-1:Zone People Occupant Count [](TimeStep),SPACE3-1:Zone People Occupant Count [](TimeStep),SPACE4-1:Zone People Occupant Count [](TimeStep),SPACE5-1:Zone People Occupant Count [](TimeStep),SPACE1-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE2-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE3-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE4-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE5-1:Zone Lights Total Heating Energy [J](TimeStep),FRONT-1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),PLENUM-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE1-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE2-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE3-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE4-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE5-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),PLENUM-1:Zone Air System Sensible Heating Rate [W](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),SPACE1-1 BASEBOARD:Baseboard Total Heating Rate [W](TimeStep),SPACE3-1 BASEBOARD:Baseboard Total Heating Rate [W](TimeStep) 
 01/21  02:45:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-8.280687374614246E-003,-8.541561790986956E-003,6.635840398734946E-006,0.534103767999828,6.509703087268150E-006,-1.788129569716190E-004,2770.59054949805,17.484828458036,2805.78681245098,22.1509547982552,1194.23332822182,22.0002192489697,2712.3689561077,22.1520201637955,1183.90269115005,22.0002192460803,1687.37019609567,22.0009534984137,3332.9003201609,3216.33973417809 
 01/21  03:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,1.247431593349804E-002,-6.895216792256276E-003,1.723426140722664E-005,-1.04543628907996,1.713301059219462E-005,2.811377313664574E-004,2770.74628460351,17.4848617825416,2805.78656832668,22.1509355764625,1194.23192324968,22.0002194343611,2705.39180347365,22.1490248664024,1183.9012858,22.0002194303825,1687.35976085003,22.0009539828168,3332.90037869699,3209.01502768266 
 01/21  03:15:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-3.611713354124250E-002,-3.901401199709595E-003,-1.361501258941162E-005,0.494788311830712,-1.339841192467670E-005,-2.772662121116923E-004,2770.45238824708,17.4847652974738,2805.79196990048,22.1509247005286,1194.23444485523,22.0002192879024,2712.54920292909,22.1504424996631,1183.90381138339,22.0002192862539,1687.37667930299,22.0009535050843,3332.90045374695,3216.33429962046 
 01/21  03:30:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-8.147242598005840E-003,-6.105568294381731E-003,-1.022527318898744E-005,1.503933341392471E-002,-1.021444543462788E-005,1.752072560318359E-004,2770.62982789575,17.4847435325351,2805.78246642627,22.1509076800402,1194.23588813236,22.0002191779077,2708.93186563933,22.1504855893277,1183.90525341666,22.0002191763756,1687.38589475877,22.0009538069682,3332.90044061501,3212.73305942437 
 01/21  03:45:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-5.016121515788537E-003,-6.047414504579354E-003,6.633466780581461E-006,0.531346646596204,6.507344661327275E-006,-1.788274213592404E-004,2770.64092050063,17.4847301322257,2805.78198264278,22.1508908216681,1194.23678697755,22.0002192492649,2712.35799950866,22.152007975072,1183.90615216752,22.0002192463761,1687.38979933395,22.0009534988468,3332.90050572931,3216.33962452851 
 01/21  04:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,1.550073793719941E-002,-4.671228379931304E-003,1.723247235899939E-005,-1.04694578494419,1.713123343352538E-005,2.811263763576606E-004,2770.79168632121,17.4847715416521,2805.78200564285,22.1508777996894,1194.23518230378,22.0002194346371,2705.38239123738,22.1490083529642,1183.90454688634,22.0002194306592,1687.37824750884,22.0009539832303,3332.90054355177,3209.01495715813 
 01/21  04:15:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-3.331463552819085E-002,-1.918764576913475E-003,-1.361659191901937E-005,0.49395123529738,-1.339999885039160E-005,-2.772780908481052E-004,2770.49350866869,17.4846825433392,2805.78768280151,22.1508724507514,1194.23750458919,22.0002192881614,2712.54102590043,22.1504235878005,1183.90687296131,22.0002192865135,1687.39401553457,22.0009535054774,3332.90060037877,3216.33425714299 
 01/21  04:30:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-5.564773105996975E-003,-4.329184087329377E-003,-1.022682840921821E-005,1.461478778345539E-002,-1.021602674583315E-005,1.751942514850253E-004,2770.667165874,17.4846676773385,2805.77845574367,22.15086038229,1194.23874976425,22.0002191781499,2708.92470813121,22.1504654610832,1183.90811673359,22.0002191766182,1687.4020732691,22.0009538073389,3332.90057128868,3212.7330360364 
 01/21  04:45:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-2.643869432916153E-003,-4.450726403090462E-003,6.631924770957965E-006,0.531205427635984,6.505807275421084E-006,-1.788409929343760E-004,2770.67488397772,17.4846606143796,2805.77824112348,22.1508479750057,1194.23945404968,22.0002192494905,2712.35169341482,22.1519874421088,1183.90882078699,22.0002192466021,1687.40483886609,22.000953499194,3332.90062243587,3216.33961437609 
 01/21  05:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,1.767715698931410E-002,-3.234293163730559E-003,1.723097493521152E-005,-1.04689297451632,1.712972511097668E-005,2.811127119955065E-004,2770.82262573819,17.4847078379875,2805.77852208009,22.1508389587711,1194.23766061608,22.0002194348466,2705.37680333427,22.1489879715161,1183.90702662286,22.000219430869,1687.39218575306,22.0009539835541,3332.90064798049,3209.01495640905 
 01/21  05:15:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-3.131893325541642E-002,-6.245820741145104E-004,-1.361800347375623E-005,0.494131104441448,-1.340142790919961E-005,-2.772913366393984E-004,2770.52172693062,17.484624171106,2805.78444454327,22.1508372176245,1194.23980170489,22.0002192883558,2712.53605093052,22.1504037216057,1183.90917138959,22.000219286708,1687.4069023595,22.0009535057783,3332.90069396203,3216.33426302827 
 01/21  05:30:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-3.735418641324614E-003,-3.162466683180658E-003,-1.022821453351486E-005,1.487443472142580E-002,-1.021737224747294E-005,1.751814098301704E-004,2770.69292596306,17.4846141921321,2805.77544957795,22.1508284016208,1194.24087449115,22.0002191783294,2708.92026200756,22.1504463388082,1183.91024267192,22.0002191767982,1687.41396578572,22.0009538076176,3332.90065526128,3212.73304653622 
 01/21  05:45:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-9.674507132406121E-004,-3.397840194747035E-003,6.630650936921629E-006,0.53151295569972,6.504525845278303E-006,-1.788531830213301E-004,2770.69841659141,17.4846116076386,2805.77545362963,22.150818929467,1194.24141597719,22.0002192496563,2712.34770765099,22.1519692008524,1183.91078383087,22.0002192467683,1687.41579788767,22.0009534994518,3332.90069787358,3216.33962797395 
 01/21  06:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,1.921315489789424E-002,-2.283222911927809E-003,1.722979192418440E-005,-1.04655914852468,1.712851699977038E-005,2.811011879092039E-004,2770.84413527734,17.4846629345773,2805.77593990686,22.1508125645301,1194.23946972187,22.0002194349996,2705.37322117611,22.1489706868857,1183.90883675725,22.0002194310223,1687.40227323062,22.000953983792,3332.90071582489,3209.01497202413 
 01/21  06:15:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.351992374170696,4.14024644198131,1.241628510285367E-003,3.20646604054536,1.232317754689033E-003,3.639136001305793E-002,2769.92354764522,17.4856032668431,2807.07510708191,22.1623547739656,1194.24005521439,22.0002327913774,2708.83081015614,22.1581578717145,1183.90937019707,22.0002326872429,1687.406562413,22.0010166864864,3559.45553874021,3427.50998105636 
 01/21  06:30:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.524697540435872,-0.676154535100188,6.061975464569081E-005,0.864097937102111,6.801431659948152E-005,-1.160030558092141E-003,2771.57222300295,17.4870049801836,2783.45576306984,22.1604697974191,1194.16257033588,22.0002334434729,2693.58963674915,22.1606337108205,1183.83194272015,22.0002334188828,1686.43936309273,22.0010146877416,3535.60570500311,3412.55818326311 
 01/21  06:45:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.364354379279438,0.442682432033112,1.711135822349248E-005,0.287079392228005,1.868242848772524E-005,1.309015882304090E-004,2771.04149195805,17.4879783449608,2790.92405508555,22.1617039080341,1194.0782818822,22.0002336275423,2693.45863352003,22.1614562615234,1183.747605113,22.0002336198524,1685.62447610562,22.0010149132864,3543.22490065573,3412.52331960694 
 01/21  07:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.303027118173332,-0.376157586442008,7.618340137323039E-005,-0.951542312746937,7.599745596414792E-005,2.850287181629998E-004,2770.79836500803,17.4887878775524,2783.36515559214,22.1606552591872,1193.99336349771,22.0002344470582,2686.41424522799,22.1587298917684,1183.6626782393,22.000234437368,1684.86293867803,22.0010154043939,3535.53777527819,3405.16027372562 
 01/21  07:15:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.176363983446137,-0.254688643436945,-7.493006784988157E-005,0.941783054444984,-7.381497565326415E-005,-5.374980437953748E-004,2770.06640456071,17.4892590321636,2783.43782962587,22.1599452421099,1193.92450543797,22.0002336410246,2693.41796751043,22.1614283238437,1183.59381211689,22.0002336433296,1684.31973275605,22.0010144782791,3535.52363038507,3412.4793882466 
 01/21  07:30:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.20232785385924,8.020531228948846E-002,7.290348103600954E-005,-0.289721436513534,7.196801594746047E-005,4.943409097416554E-004,2769.96733273162,17.4897995499992,2783.40213097763,22.1601688374134,1193.86653664456,22.0002344252579,2686.17817243673,22.1605982054678,1183.53580986649,22.0002344175,1683.90446988109,22.0010153300337,3535.51527235288,3405.14256909168 
 01/21  07:45:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.173616933022318,0.218061096065238,1.111556469448680E-005,-0.48348022344954,1.142661070781460E-005,2.092845555368438E-005,2769.61706203901,17.4902633674955,2783.32489257434,22.16077674649,1193.81840902947,22.0002345448296,2686.33026482289,22.1592129302186,1183.48766797319,22.0002345404177,1683.58587953129,22.0010153660936,3535.51236739218,3405.13275076464 
 01/21  08:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.142202982053599,0.214209302100468,1.211801852265622E-006,-0.182092397036288,1.338605963277142E-006,-5.636922328286261E-006,2769.29945479584,17.4906432631437,2783.24956469165,22.161373918772,1193.78066595075,22.0002345578652,2686.3851386317,22.1586911970995,1183.44990134238,22.0002345548173,1683.35169876179,22.0010153563811,3535.5100600865,3405.12664450346 
 01/21  08:15:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.131581894531571,0.177453446131258,-9.347603034836557E-008,1.722382943054385E-002,-6.268372807489719E-008,-3.974439749610095E-006,2769.09861826818,17.4909947849533,2783.18663412068,22.1618686239779,1193.75015620171,22.0002345568596,2686.37856800145,22.1587405470114,1183.41937189596,22.000234554143,1683.17071056879,22.0010153495331,3535.50762070142,3405.12584188188 
 01/21  08:30:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.128073181917484,0.147534370524092,-1.960297377540127E-007,6.776367679939797E-002,-1.903346397730137E-007,-2.622932166527807E-006,2768.95767403655,17.4913369336191,2783.13411681112,22.1622799212752,1193.72445069029,22.0002345547509,2686.35581965456,22.1589347043963,1183.3936480235,22.0002345520955,1683.02185710824,22.0010153450138,3535.50539568932,3405.12578661399 
 01/21  08:45:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.122440883710952,0.125884926052693,-1.875452175061764E-007,6.592536453780420E-002,-1.868516599943034E-007,-2.166884442499867E-006,2768.83256802292,17.4916640359174,2783.08934904725,22.1626308645246,1193.70209110189,22.0002345527335,2686.33318005462,22.1591235947453,1183.37127224047,22.0002345500856,1682.89372078673,22.0010153412802,3535.50354029643,3405.12522448297 
 01/21  09:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.114518088572671,0.108243890815287,-1.732760973295677E-007,5.999143109248825E-002,-1.734200930815526E-007,-1.919488820591267E-006,2768.71228425702,17.4919699726949,2783.05091627831,22.1629326282288,1193.68237059096,22.0002345508695,2686.31228838288,22.1592954831988,1183.35153765162,22.0002345482201,1682.78141368311,22.0010153379729,3535.50200635965,3405.12442310167 
 01/21  09:15:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,0.106093178507528,9.299699184580980E-002,-1.557409817947417E-007,5.648003832043898E-002,-1.560553945356324E-007,-1.687866904181518E-006,2768.59762990899,17.4922534024762,2783.01792334492,22.1631918866605,1193.66486836505,22.0002345491942,2686.29261046921,22.1594573108395,1183.33402316583,22.0002345465413,1682.68223716409,22.0010153350647,3535.50071483121,3405.12365957243 
 01/21  09:30:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,9.800824380728636E-002,7.995250410325629E-002,-1.384661154599651E-007,5.282415722733327E-002,-1.387508043072641E-007,-1.481831381443073E-006,2768.48968237597,17.492515233449,2782.98956780734,22.1634147796387,1193.64926664522,22.0002345477047,2686.2742502103,22.1596086636603,1183.3184107009,22.0002345450488,1682.59417557029,22.0010153325115,3535.49961403108,3405.12298940303 
 01/21  09:45:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,9.040516244189480E-002,6.896258305826625E-002,-1.229845906957463E-007,4.830001637251641E-002,-1.232686190119427E-007,-1.305211242067281E-006,2768.388364489,17.4927567528394,2782.96511698611,22.1636070348494,1193.63531136561,22.0002345463817,2686.25748503662,22.1597470538881,1183.30444594317,22.0002345437228,1682.51563750248,22.0010153302626,3535.49867164603,3405.12239925331 
 01/21  10:00:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,8.326998292213082E-002,5.971535051973795E-002,-1.105236740357000E-007,4.350130783202263E-002,-1.107495756268421E-007,-1.164410816683681E-006,2768.29332886489,17.4929792106102,2782.94395219299,22.1637735105419,1193.62279883815,22.0002345451928,2686.24238608304,22.1598716948073,1183.29192501423,22.0002345425314,1682.44537794934,22.0010153282563,3535.49786304061,3405.12186830729 
 01/21  10:15:00,-16.6,100.,4.9,270.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,7.659832528611156E-002,5.188449271996617E-002,-9.959717080793824E-008,3.892922449299324E-002,-9.978839452328894E-008,-1.041206836107593E-006,2768.20432770557,17.4931838450306,2782.92556974316,22.1639181552775,1193.61156211724,22.0002345441214,2686.22887416125,22.1599832357333,1183.280680816,22.000234541458,1682.38239911973,22.0010153264623,3535.49716734958,3405.12139326822 
